alpha,g,p_of_steps_on_target,number_of_alternations
0.01,0.01,100.0,0.0
0.01,0.06102564102564103,73.33333333333333,6.0
0.01,0.11205128205128205,86.66666666666667,6.0
0.01,0.1630769230769231,92.5,6.0
0.01,0.21410256410256412,92.5,6.0
0.01,0.2651282051282051,94.16666666666667,6.0
0.01,0.3161538461538462,95.0,6.0
0.01,0.36717948717948723,95.0,6.0
0.01,0.41820512820512823,91.66666666666666,16.0
0.01,0.46923076923076923,90.83333333333333,18.0
0.01,0.5202564102564102,96.66666666666667,4.0
0.01,0.5712820512820513,89.16666666666667,22.0
0.01,0.6223076923076923,87.5,26.0
0.01,0.6733333333333333,96.66666666666667,4.0
0.01,0.7243589743589745,97.5,2.0
0.01,0.7753846153846154,85.83333333333333,32.0
0.01,0.8264102564102564,82.5,40.0
0.01,0.8774358974358974,90.83333333333333,20.0
0.01,0.9284615384615384,98.33333333333333,2.0
0.01,0.9794871794871796,98.33333333333333,2.0
0.01,1.0305128205128204,75.0,58.0
0.01,1.0815384615384616,76.66666666666667,50.0
0.01,1.1325641025641027,74.16666666666667,46.0
0.01,1.1835897435897436,96.66666666666667,6.0
0.01,1.2346153846153847,75.83333333333333,42.0
0.01,1.2856410256410258,79.16666666666666,42.0
0.01,1.3366666666666667,82.5,32.0
0.01,1.3876923076923078,75.0,32.0
0.01,1.438717948717949,75.0,32.0
0.01,1.4897435897435898,75.0,32.0
0.01,1.540769230769231,86.66666666666667,26.0
0.01,1.5917948717948718,90.83333333333333,18.0
0.01,1.642820512820513,86.66666666666667,24.0
0.01,1.693846153846154,80.83333333333333,32.0
0.01,1.744871794871795,75.0,42.0
0.01,1.795897435897436,74.16666666666667,46.0
0.01,1.846923076923077,73.33333333333333,48.0
0.01,1.897948717948718,76.66666666666667,42.0
0.01,1.9489743589743591,77.5,42.0
0.01,2.0,79.16666666666666,42.0
0.06102564102564103,0.01,100.0,0.0
0.06102564102564103,0.06102564102564103,76.66666666666667,6.0
0.06102564102564103,0.11205128205128205,88.33333333333333,6.0
0.06102564102564103,0.1630769230769231,93.33333333333333,6.0
0.06102564102564103,0.21410256410256412,93.33333333333333,6.0
0.06102564102564103,0.2651282051282051,95.0,6.0
0.06102564102564103,0.3161538461538462,94.16666666666667,6.0
0.06102564102564103,0.36717948717948723,95.83333333333334,6.0
0.06102564102564103,0.41820512820512823,95.83333333333334,4.0
0.06102564102564103,0.46923076923076923,95.83333333333334,6.0
0.06102564102564103,0.5202564102564102,90.83333333333333,20.0
0.06102564102564103,0.5712820512820513,89.16666666666667,22.0
0.06102564102564103,0.6223076923076923,87.5,26.0
0.06102564102564103,0.6733333333333333,97.5,2.0
0.06102564102564103,0.7243589743589745,85.83333333333333,32.0
0.06102564102564103,0.7753846153846154,85.83333333333333,32.0
0.06102564102564103,0.8264102564102564,82.5,40.0
0.06102564102564103,0.8774358974358974,90.83333333333333,20.0
0.06102564102564103,0.9284615384615384,80.0,46.0
0.06102564102564103,0.9794871794871796,98.33333333333333,2.0
0.06102564102564103,1.0305128205128204,75.0,58.0
0.06102564102564103,1.0815384615384616,92.5,18.0
0.06102564102564103,1.1325641025641027,74.16666666666667,44.0
0.06102564102564103,1.1835897435897436,76.66666666666667,46.0
0.06102564102564103,1.2346153846153847,96.66666666666667,6.0
0.06102564102564103,1.2856410256410258,79.16666666666666,44.0
0.06102564102564103,1.3366666666666667,78.33333333333333,40.0
0.06102564102564103,1.3876923076923078,78.33333333333333,36.0
0.06102564102564103,1.438717948717949,75.0,32.0
0.06102564102564103,1.4897435897435898,75.0,32.0
0.06102564102564103,1.540769230769231,75.0,32.0
0.06102564102564103,1.5917948717948718,78.33333333333333,42.0
0.06102564102564103,1.642820512820513,76.66666666666667,42.0
0.06102564102564103,1.693846153846154,75.0,42.0
0.06102564102564103,1.744871794871795,75.0,44.0
0.06102564102564103,1.795897435897436,75.83333333333333,44.0
0.06102564102564103,1.846923076923077,77.5,44.0
0.06102564102564103,1.897948717948718,76.66666666666667,42.0
0.06102564102564103,1.9489743589743591,75.83333333333333,44.0
0.06102564102564103,2.0,80.83333333333333,34.0
0.11205128205128205,0.01,100.0,0.0
0.11205128205128205,0.06102564102564103,69.16666666666667,6.0
0.11205128205128205,0.11205128205128205,91.66666666666666,6.0
0.11205128205128205,0.1630769230769231,95.0,6.0
0.11205128205128205,0.21410256410256412,92.5,6.0
0.11205128205128205,0.2651282051282051,95.0,6.0
0.11205128205128205,0.3161538461538462,94.16666666666667,6.0
0.11205128205128205,0.36717948717948723,95.0,6.0
0.11205128205128205,0.41820512820512823,95.83333333333334,6.0
0.11205128205128205,0.46923076923076923,90.83333333333333,18.0
0.11205128205128205,0.5202564102564102,96.66666666666667,4.0
0.11205128205128205,0.5712820512820513,89.16666666666667,22.0
0.11205128205128205,0.6223076923076923,88.33333333333333,26.0
0.11205128205128205,0.6733333333333333,88.33333333333333,26.0
0.11205128205128205,0.7243589743589745,85.83333333333333,32.0
0.11205128205128205,0.7753846153846154,85.83333333333333,32.0
0.11205128205128205,0.8264102564102564,82.5,40.0
0.11205128205128205,0.8774358974358974,82.5,40.0
0.11205128205128205,0.9284615384615384,80.0,46.0
0.11205128205128205,0.9794871794871796,75.0,58.0
0.11205128205128205,1.0305128205128204,75.0,58.0
0.11205128205128205,1.0815384615384616,75.0,52.0
0.11205128205128205,1.1325641025641027,99.16666666666667,2.0
0.11205128205128205,1.1835897435897436,75.0,46.0
0.11205128205128205,1.2346153846153847,96.66666666666667,6.0
0.11205128205128205,1.2856410256410258,78.33333333333333,44.0
0.11205128205128205,1.3366666666666667,80.0,46.0
0.11205128205128205,1.3876923076923078,75.83333333333333,34.0
0.11205128205128205,1.438717948717949,75.0,32.0
0.11205128205128205,1.4897435897435898,75.0,32.0
0.11205128205128205,1.540769230769231,75.0,32.0
0.11205128205128205,1.5917948717948718,78.33333333333333,44.0
0.11205128205128205,1.642820512820513,78.33333333333333,44.0
0.11205128205128205,1.693846153846154,79.16666666666666,38.0
0.11205128205128205,1.744871794871795,75.0,42.0
0.11205128205128205,1.795897435897436,75.83333333333333,46.0
0.11205128205128205,1.846923076923077,77.5,44.0
0.11205128205128205,1.897948717948718,87.5,24.0
0.11205128205128205,1.9489743589743591,85.83333333333333,26.0
0.11205128205128205,2.0,79.16666666666666,40.0
0.1630769230769231,0.01,50.0,2.0
0.1630769230769231,0.06102564102564103,99.16666666666667,2.0
0.1630769230769231,0.11205128205128205,97.5,4.0
0.1630769230769231,0.1630769230769231,91.66666666666666,6.0
0.1630769230769231,0.21410256410256412,94.16666666666667,6.0
0.1630769230769231,0.2651282051282051,95.83333333333334,6.0
0.1630769230769231,0.3161538461538462,95.83333333333334,6.0
0.1630769230769231,0.36717948717948723,96.66666666666667,6.0
0.1630769230769231,0.41820512820512823,92.5,14.0
0.1630769230769231,0.46923076923076923,96.66666666666667,4.0
0.1630769230769231,0.5202564102564102,90.83333333333333,20.0
0.1630769230769231,0.5712820512820513,90.0,22.0
0.1630769230769231,0.6223076923076923,88.33333333333333,26.0
0.1630769230769231,0.6733333333333333,88.33333333333333,26.0
0.1630769230769231,0.7243589743589745,85.83333333333333,32.0
0.1630769230769231,0.7753846153846154,85.83333333333333,32.0
0.1630769230769231,0.8264102564102564,98.33333333333333,2.0
0.1630769230769231,0.8774358974358974,98.33333333333333,2.0
0.1630769230769231,0.9284615384615384,82.5,42.0
0.1630769230769231,0.9794871794871796,75.83333333333333,56.0
0.1630769230769231,1.0305128205128204,75.0,58.0
0.1630769230769231,1.0815384615384616,94.16666666666667,14.0
0.1630769230769231,1.1325641025641027,75.0,48.0
0.1630769230769231,1.1835897435897436,77.5,44.0
0.1630769230769231,1.2346153846153847,76.66666666666667,44.0
0.1630769230769231,1.2856410256410258,80.0,42.0
0.1630769230769231,1.3366666666666667,81.66666666666667,32.0
0.1630769230769231,1.3876923076923078,75.83333333333333,34.0
0.1630769230769231,1.438717948717949,75.83333333333333,34.0
0.1630769230769231,1.4897435897435898,75.0,32.0
0.1630769230769231,1.540769230769231,75.0,32.0
0.1630769230769231,1.5917948717948718,75.0,32.0
0.1630769230769231,1.642820512820513,76.66666666666667,38.0
0.1630769230769231,1.693846153846154,76.66666666666667,42.0
0.1630769230769231,1.744871794871795,72.5,50.0
0.1630769230769231,1.795897435897436,78.33333333333333,42.0
0.1630769230769231,1.846923076923077,76.66666666666667,42.0
0.1630769230769231,1.897948717948718,75.0,42.0
0.1630769230769231,1.9489743589743591,76.66666666666667,38.0
0.1630769230769231,2.0,75.83333333333333,42.0
0.21410256410256412,0.01,99.16666666666667,2.0
0.21410256410256412,0.06102564102564103,99.16666666666667,2.0
0.21410256410256412,0.11205128205128205,89.16666666666667,6.0
0.21410256410256412,0.1630769230769231,98.33333333333333,2.0
0.21410256410256412,0.21410256410256412,93.33333333333333,6.0
0.21410256410256412,0.2651282051282051,96.66666666666667,4.0
0.21410256410256412,0.3161538461538462,95.83333333333334,6.0
0.21410256410256412,0.36717948717948723,95.83333333333334,6.0
0.21410256410256412,0.41820512820512823,96.66666666666667,4.0
0.21410256410256412,0.46923076923076923,97.5,4.0
0.21410256410256412,0.5202564102564102,97.5,4.0
0.21410256410256412,0.5712820512820513,90.0,22.0
0.21410256410256412,0.6223076923076923,88.33333333333333,26.0
0.21410256410256412,0.6733333333333333,88.33333333333333,26.0
0.21410256410256412,0.7243589743589745,85.83333333333333,32.0
0.21410256410256412,0.7753846153846154,98.33333333333333,2.0
0.21410256410256412,0.8264102564102564,82.5,40.0
0.21410256410256412,0.8774358974358974,82.5,40.0
0.21410256410256412,0.9284615384615384,80.0,46.0
0.21410256410256412,0.9794871794871796,75.83333333333333,56.0
0.21410256410256412,1.0305128205128204,75.0,58.0
0.21410256410256412,1.0815384615384616,75.83333333333333,52.0
0.21410256410256412,1.1325641025641027,71.66666666666667,48.0
0.21410256410256412,1.1835897435897436,70.83333333333334,48.0
0.21410256410256412,1.2346153846153847,73.33333333333333,46.0
0.21410256410256412,1.2856410256410258,80.0,48.0
0.21410256410256412,1.3366666666666667,75.0,32.0
0.21410256410256412,1.3876923076923078,75.0,32.0
0.21410256410256412,1.438717948717949,75.0,32.0
0.21410256410256412,1.4897435897435898,75.0,32.0
0.21410256410256412,1.540769230769231,75.0,32.0
0.21410256410256412,1.5917948717948718,75.0,32.0
0.21410256410256412,1.642820512820513,75.0,38.0
0.21410256410256412,1.693846153846154,75.0,36.0
0.21410256410256412,1.744871794871795,77.5,38.0
0.21410256410256412,1.795897435897436,77.5,42.0
0.21410256410256412,1.846923076923077,78.33333333333333,38.0
0.21410256410256412,1.897948717948718,77.5,40.0
0.21410256410256412,1.9489743589743591,75.83333333333333,40.0
0.21410256410256412,2.0,80.83333333333333,38.0
0.2651282051282051,0.01,100.0,0.0
0.2651282051282051,0.06102564102564103,96.66666666666667,4.0
0.2651282051282051,0.11205128205128205,99.16666666666667,2.0
0.2651282051282051,0.1630769230769231,96.66666666666667,4.0
0.2651282051282051,0.21410256410256412,97.5,4.0
0.2651282051282051,0.2651282051282051,97.5,4.0
0.2651282051282051,0.3161538461538462,97.5,4.0
0.2651282051282051,0.36717948717948723,98.33333333333333,4.0
0.2651282051282051,0.41820512820512823,95.0,10.0
0.2651282051282051,0.46923076923076923,91.66666666666666,18.0
0.2651282051282051,0.5202564102564102,91.66666666666666,18.0
0.2651282051282051,0.5712820512820513,98.33333333333333,2.0
0.2651282051282051,0.6223076923076923,88.33333333333333,26.0
0.2651282051282051,0.6733333333333333,88.33333333333333,26.0
0.2651282051282051,0.7243589743589745,85.83333333333333,32.0
0.2651282051282051,0.7753846153846154,97.5,4.0
0.2651282051282051,0.8264102564102564,93.33333333333333,14.0
0.2651282051282051,0.8774358974358974,82.5,42.0
0.2651282051282051,0.9284615384615384,79.16666666666666,50.0
0.2651282051282051,0.9794871794871796,75.0,58.0
0.2651282051282051,1.0305128205128204,75.0,58.0
0.2651282051282051,1.0815384615384616,75.83333333333333,52.0
0.2651282051282051,1.1325641025641027,73.33333333333333,46.0
0.2651282051282051,1.1835897435897436,70.83333333333334,48.0
0.2651282051282051,1.2346153846153847,73.33333333333333,48.0
0.2651282051282051,1.2856410256410258,77.5,46.0
0.2651282051282051,1.3366666666666667,80.0,44.0
0.2651282051282051,1.3876923076923078,80.0,46.0
0.2651282051282051,1.438717948717949,79.16666666666666,46.0
0.2651282051282051,1.4897435897435898,79.16666666666666,42.0
0.2651282051282051,1.540769230769231,75.83333333333333,44.0
0.2651282051282051,1.5917948717948718,73.33333333333333,40.0
0.2651282051282051,1.642820512820513,72.5,42.0
0.2651282051282051,1.693846153846154,75.83333333333333,42.0
0.2651282051282051,1.744871794871795,75.83333333333333,44.0
0.2651282051282051,1.795897435897436,81.66666666666667,32.0
0.2651282051282051,1.846923076923077,78.33333333333333,40.0
0.2651282051282051,1.897948717948718,77.5,40.0
0.2651282051282051,1.9489743589743591,79.16666666666666,36.0
0.2651282051282051,2.0,78.33333333333333,40.0
0.3161538461538462,0.01,100.0,0.0
0.3161538461538462,0.06102564102564103,99.16666666666667,2.0
0.3161538461538462,0.11205128205128205,92.5,6.0
0.3161538461538462,0.1630769230769231,96.66666666666667,4.0
0.3161538461538462,0.21410256410256412,98.33333333333333,4.0
0.3161538461538462,0.2651282051282051,95.0,6.0
0.3161538461538462,0.3161538461538462,95.83333333333334,6.0
0.3161538461538462,0.36717948717948723,97.5,4.0
0.3161538461538462,0.41820512820512823,96.66666666666667,4.0
0.3161538461538462,0.46923076923076923,91.66666666666666,18.0
0.3161538461538462,0.5202564102564102,95.0,10.0
0.3161538461538462,0.5712820512820513,97.5,4.0
0.3161538461538462,0.6223076923076923,88.33333333333333,26.0
0.3161538461538462,0.6733333333333333,88.33333333333333,26.0
0.3161538461538462,0.7243589743589745,85.83333333333333,32.0
0.3161538461538462,0.7753846153846154,85.83333333333333,32.0
0.3161538461538462,0.8264102564102564,98.33333333333333,2.0
0.3161538461538462,0.8774358974358974,92.5,16.0
0.3161538461538462,0.9284615384615384,98.33333333333333,2.0
0.3161538461538462,0.9794871794871796,75.0,58.0
0.3161538461538462,1.0305128205128204,97.5,6.0
0.3161538461538462,1.0815384615384616,75.0,52.0
0.3161538461538462,1.1325641025641027,71.66666666666667,50.0
0.3161538461538462,1.1835897435897436,70.83333333333334,48.0
0.3161538461538462,1.2346153846153847,77.5,48.0
0.3161538461538462,1.2856410256410258,76.66666666666667,42.0
0.3161538461538462,1.3366666666666667,79.16666666666666,44.0
0.3161538461538462,1.3876923076923078,77.5,44.0
0.3161538461538462,1.438717948717949,80.83333333333333,46.0
0.3161538461538462,1.4897435897435898,77.5,48.0
0.3161538461538462,1.540769230769231,75.83333333333333,42.0
0.3161538461538462,1.5917948717948718,76.66666666666667,40.0
0.3161538461538462,1.642820512820513,70.0,46.0
0.3161538461538462,1.693846153846154,70.83333333333334,48.0
0.3161538461538462,1.744871794871795,75.83333333333333,44.0
0.3161538461538462,1.795897435897436,80.0,38.0
0.3161538461538462,1.846923076923077,80.0,38.0
0.3161538461538462,1.897948717948718,79.16666666666666,38.0
0.3161538461538462,1.9489743589743591,78.33333333333333,40.0
0.3161538461538462,2.0,77.5,40.0
0.36717948717948723,0.01,100.0,0.0
0.36717948717948723,0.06102564102564103,98.33333333333333,2.0
0.36717948717948723,0.11205128205128205,95.0,4.0
0.36717948717948723,0.1630769230769231,96.66666666666667,4.0
0.36717948717948723,0.21410256410256412,96.66666666666667,4.0
0.36717948717948723,0.2651282051282051,96.66666666666667,4.0
0.36717948717948723,0.3161538461538462,98.33333333333333,2.0
0.36717948717948723,0.36717948717948723,96.66666666666667,4.0
0.36717948717948723,0.41820512820512823,96.66666666666667,4.0
0.36717948717948723,0.46923076923076923,96.66666666666667,4.0
0.36717948717948723,0.5202564102564102,97.5,4.0
0.36717948717948723,0.5712820512820513,90.0,22.0
0.36717948717948723,0.6223076923076923,88.33333333333333,28.0
0.36717948717948723,0.6733333333333333,88.33333333333333,26.0
0.36717948717948723,0.7243589743589745,85.0,34.0
0.36717948717948723,0.7753846153846154,97.5,4.0
0.36717948717948723,0.8264102564102564,82.5,40.0
0.36717948717948723,0.8774358974358974,82.5,40.0
0.36717948717948723,0.9284615384615384,79.16666666666666,48.0
0.36717948717948723,0.9794871794871796,75.0,58.0
0.36717948717948723,1.0305128205128204,87.5,28.0
0.36717948717948723,1.0815384615384616,75.0,50.0
0.36717948717948723,1.1325641025641027,71.66666666666667,48.0
0.36717948717948723,1.1835897435897436,70.83333333333334,48.0
0.36717948717948723,1.2346153846153847,76.66666666666667,46.0
0.36717948717948723,1.2856410256410258,76.66666666666667,48.0
0.36717948717948723,1.3366666666666667,76.66666666666667,36.0
0.36717948717948723,1.3876923076923078,91.66666666666666,14.0
0.36717948717948723,1.438717948717949,79.16666666666666,48.0
0.36717948717948723,1.4897435897435898,77.5,48.0
0.36717948717948723,1.540769230769231,77.5,44.0
0.36717948717948723,1.5917948717948718,75.83333333333333,42.0
0.36717948717948723,1.642820512820513,80.0,40.0
0.36717948717948723,1.693846153846154,74.16666666666667,44.0
0.36717948717948723,1.744871794871795,73.33333333333333,44.0
0.36717948717948723,1.795897435897436,76.66666666666667,42.0
0.36717948717948723,1.846923076923077,78.33333333333333,40.0
0.36717948717948723,1.897948717948718,78.33333333333333,40.0
0.36717948717948723,1.9489743589743591,78.33333333333333,40.0
0.36717948717948723,2.0,80.0,38.0
0.41820512820512823,0.01,100.0,0.0
0.41820512820512823,0.06102564102564103,95.83333333333334,4.0
0.41820512820512823,0.11205128205128205,95.83333333333334,4.0
0.41820512820512823,0.1630769230769231,97.5,4.0
0.41820512820512823,0.21410256410256412,98.33333333333333,2.0
0.41820512820512823,0.2651282051282051,96.66666666666667,4.0
0.41820512820512823,0.3161538461538462,97.5,6.0
0.41820512820512823,0.36717948717948723,96.66666666666667,6.0
0.41820512820512823,0.41820512820512823,96.66666666666667,4.0
0.41820512820512823,0.46923076923076923,90.83333333333333,20.0
0.41820512820512823,0.5202564102564102,90.83333333333333,20.0
0.41820512820512823,0.5712820512820513,90.0,22.0
0.41820512820512823,0.6223076923076923,88.33333333333333,26.0
0.41820512820512823,0.6733333333333333,88.33333333333333,26.0
0.41820512820512823,0.7243589743589745,85.83333333333333,32.0
0.41820512820512823,0.7753846153846154,85.83333333333333,32.0
0.41820512820512823,0.8264102564102564,98.33333333333333,2.0
0.41820512820512823,0.8774358974358974,82.5,40.0
0.41820512820512823,0.9284615384615384,98.33333333333333,2.0
0.41820512820512823,0.9794871794871796,75.83333333333333,56.0
0.41820512820512823,1.0305128205128204,89.16666666666667,24.0
0.41820512820512823,1.0815384615384616,74.16666666666667,50.0
0.41820512820512823,1.1325641025641027,74.16666666666667,50.0
0.41820512820512823,1.1835897435897436,70.83333333333334,48.0
0.41820512820512823,1.2346153846153847,83.33333333333334,30.0
0.41820512820512823,1.2856410256410258,76.66666666666667,44.0
0.41820512820512823,1.3366666666666667,78.33333333333333,42.0
0.41820512820512823,1.3876923076923078,80.0,46.0
0.41820512820512823,1.438717948717949,79.16666666666666,48.0
0.41820512820512823,1.4897435897435898,77.5,46.0
0.41820512820512823,1.540769230769231,75.0,32.0
0.41820512820512823,1.5917948717948718,80.0,38.0
0.41820512820512823,1.642820512820513,75.0,40.0
0.41820512820512823,1.693846153846154,77.5,40.0
0.41820512820512823,1.744871794871795,71.66666666666667,48.0
0.41820512820512823,1.795897435897436,73.33333333333333,46.0
0.41820512820512823,1.846923076923077,77.5,42.0
0.41820512820512823,1.897948717948718,77.5,42.0
0.41820512820512823,1.9489743589743591,76.66666666666667,42.0
0.41820512820512823,2.0,77.5,42.0
0.46923076923076923,0.01,100.0,0.0
0.46923076923076923,0.06102564102564103,98.33333333333333,2.0
0.46923076923076923,0.11205128205128205,96.66666666666667,2.0
0.46923076923076923,0.1630769230769231,98.33333333333333,2.0
0.46923076923076923,0.21410256410256412,97.5,4.0
0.46923076923076923,0.2651282051282051,97.5,2.0
0.46923076923076923,0.3161538461538462,97.5,2.0
0.46923076923076923,0.36717948717948723,92.5,14.0
0.46923076923076923,0.41820512820512823,92.5,14.0
0.46923076923076923,0.46923076923076923,97.5,4.0
0.46923076923076923,0.5202564102564102,90.0,22.0
0.46923076923076923,0.5712820512820513,93.33333333333333,14.0
0.46923076923076923,0.6223076923076923,89.16666666666667,24.0
0.46923076923076923,0.6733333333333333,88.33333333333333,26.0
0.46923076923076923,0.7243589743589745,85.83333333333333,32.0
0.46923076923076923,0.7753846153846154,98.33333333333333,2.0
0.46923076923076923,0.8264102564102564,98.33333333333333,2.0
0.46923076923076923,0.8774358974358974,98.33333333333333,2.0
0.46923076923076923,0.9284615384615384,92.5,16.0
0.46923076923076923,0.9794871794871796,75.0,58.0
0.46923076923076923,1.0305128205128204,75.83333333333333,58.0
0.46923076923076923,1.0815384615384616,77.5,48.0
0.46923076923076923,1.1325641025641027,79.16666666666666,42.0
0.46923076923076923,1.1835897435897436,70.83333333333334,48.0
0.46923076923076923,1.2346153846153847,77.5,42.0
0.46923076923076923,1.2856410256410258,80.0,46.0
0.46923076923076923,1.3366666666666667,79.16666666666666,38.0
0.46923076923076923,1.3876923076923078,80.83333333333333,44.0
0.46923076923076923,1.438717948717949,79.16666666666666,48.0
0.46923076923076923,1.4897435897435898,78.33333333333333,44.0
0.46923076923076923,1.540769230769231,75.0,32.0
0.46923076923076923,1.5917948717948718,75.0,32.0
0.46923076923076923,1.642820512820513,75.0,40.0
0.46923076923076923,1.693846153846154,70.83333333333334,48.0
0.46923076923076923,1.744871794871795,75.0,36.0
0.46923076923076923,1.795897435897436,75.83333333333333,34.0
0.46923076923076923,1.846923076923077,80.0,38.0
0.46923076923076923,1.897948717948718,79.16666666666666,38.0
0.46923076923076923,1.9489743589743591,79.16666666666666,38.0
0.46923076923076923,2.0,80.0,40.0
0.5202564102564102,0.01,99.16666666666667,2.0
0.5202564102564102,0.06102564102564103,96.66666666666667,2.0
0.5202564102564102,0.11205128205128205,98.33333333333333,2.0
0.5202564102564102,0.1630769230769231,97.5,2.0
0.5202564102564102,0.21410256410256412,98.33333333333333,2.0
0.5202564102564102,0.2651282051282051,98.33333333333333,4.0
0.5202564102564102,0.3161538461538462,97.5,2.0
0.5202564102564102,0.36717948717948723,94.16666666666667,10.0
